Бумага,ISIN,"Текущий купон, %","Индикативная цена, %","Индикативная доходность, %","G-spread, бп",Ликвидность,Уровень ликвидности,"Δ индикатив. цены за 1 день, %","Δ индикатив. цены за 1 неделю, %","Δ индикатив. цены за 1 месяц, %","Δ индикатив. цены за 3 месяца, %","Дюрация, дней",Модифицированная дюрация,Оферта (call),"Срок до погашения, лет",Погашение,Страна,Эмитент,SPV,Сектор,Отрасль,Валюта,Статус,Купон,Периодичность купона,Тип ставки,Вид облигации,Непогаш. ном.,Рейтинг эмитента АКРА,Рейтинг эмитента Эксперт РА,Рейтинг эмитента НКР,Рейтинг эмитента НРА,Начало размещения,Окончание размещения,Дата торгов
"Альфа-Банк, 15.65% 6oct2025, RUB (ЦФА)",,"15,650",,,,,,,,,,,,,,06.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,15.65% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,06.10.2025,06.10.2025,
"Альфа-Банк, 15.68% 30apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,30.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,15.68% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,29.01.2026,30.01.2026,
"Альфа-Банк, 15.7% 10feb2026, RUB (ЦФА)",,"15,700",,,,,,,,,,,,,,12.05.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,15.7% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,06.02.2026,09.02.2026,
"Альфа-Банк, 15.7% 5may2026, RUB (ЦФА)",,"15,700",,,,,,,,,,,,,,05.05.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,15.7% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,03.02.2026,03.02.2026,
"Альфа-Банк, 15.7% 8oct2026, RUB (ЦФА)",,"15,700",,,,,,,,,,,,,,08.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,15.7% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,08.10.2025,08.10.2025,
"Альфа-Банк, 15dec2026, RUB (ЦФА)",,,,,,,,,,,,,,,,15.12.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"111,000000",AA+(RU),ruAA+,,,12.12.2025,15.12.2025,
"Альфа-Банк, 15jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,15.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,14.07.2025,15.07.2025,
"Альфа-Банк, 15mar2027, RUB (ЦФА)",,,,,,,,,,,,,,,,15.03.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Процент при погашении,"130,000000",AA+(RU),ruAA+,,,25.02.2026,26.02.2026,
"Альфа-Банк, 15oct2026, RUB (ЦФА)",,,,,,,,,,,,,,,,15.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"108,000000",AA+(RU),ruAA+,,,14.10.2025,15.10.2025,
"Альфа-Банк, 15sep2026, RUB (ЦФА)",,,,,,,,,,,,,,,,15.09.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"100,000000",AA+(RU),ruAA+,,,12.09.2025,15.09.2025,
"Альфа-Банк, 16.03% 30mar2026, RUB (ЦФА)",,"16,030",,,,,,,,,,,,,,30.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,16.03% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,29.09.2025,29.09.2025,
"Альфа-Банк, 16.03% 30mar2026, RUB (ЦФА)",,"16,030",,,,,,,,,,,,,,30.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,16.03% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,29.09.2025,29.09.2025,
"Альфа-Банк, 16.3% 6mar2026, RUB (ЦФА)",,"16,300",,,,,,,,,,,,,,06.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,16.3% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,06.11.2025,07.11.2025,
"Альфа-Банк, 16apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,16.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,15.04.2025,16.04.2025,
"Альфа-Банк, 16feb2027, RUB (ЦФА)",,,,,,,,,,,,,,,,16.02.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Процент при погашении,"125,000000",AA+(RU),ruAA+,,,30.01.2026,02.02.2026,
"Альфа-Банк, 16jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,16.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"85,000000",AA+(RU),ruAA+,,,15.07.2025,16.07.2025,
"Альфа-Банк, 16jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,16.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,11.06.2025,16.06.2025,
"Альфа-Банк, 16mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,16.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"84,000000",AA+(RU),ruAA+,,,11.03.2025,12.03.2025,
"Альфа-Банк, 16mar2027, RUB (ЦФА)",,,,,,,,,,,,,,,,16.03.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Процент при погашении,"132,000000",AA+(RU),ruAA+,,,26.02.2026,27.02.2026,
"Альфа-Банк, 16nov2026, RUB (ЦФА)",,,,,,,,,,,,,,,,16.11.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"111,000000",AA+(RU),ruAA+,,,13.11.2025,14.11.2025,
"Альфа-Банк, 16oct2026, RUB (ЦФА)",,,,,,,,,,,,,,,,16.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"108,000000",AA+(RU),ruAA+,,,15.10.2025,16.10.2025,
"Альфа-Банк, 16sep2026, RUB (ЦФА)",,,,,,,,,,,,,,,,16.09.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"98,000000",AA+(RU),ruAA+,,,15.09.2025,16.09.2025,
"Альфа-Банк, 17apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,17.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"89,000000",AA+(RU),ruAA+,,,16.04.2025,17.04.2025,
"Альфа-Банк, 17aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,17.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,14.08.2025,15.08.2025,
"Альфа-Банк, 17dec2026, RUB (ЦФА)",,,,,,,,,,,,,,,,17.12.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"110,000000",AA+(RU),ruAA+,,,16.12.2025,17.12.2025,
"Альфа-Банк, 17feb2027, RUB (ЦФА)",,,,,,,,,,,,,,,,17.02.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Процент при погашении,"117,000000",AA+(RU),ruAA+,,,02.02.2026,03.02.2026,
"Альфа-Банк, 17jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,17.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"85,000000",AA+(RU),ruAA+,,,16.07.2025,17.07.2025,
"Альфа-Банк, 17jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,17.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,16.06.2025,17.06.2025,
"Альфа-Банк, 17mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,17.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"84,000000",AA+(RU),ruAA+,,,13.03.2025,14.03.2025,
"Альфа-Банк, 17nov2026, RUB (ЦФА)",,,,,,,,,,,,,,,,17.11.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"111,000000",AA+(RU),ruAA+,,,14.11.2025,17.11.2025,
"Альфа-Банк, 18aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,18.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,15.08.2025,18.08.2025,
"Альфа-Банк, 18dec2026, RUB (ЦФА)",,,,,,,,,,,,,,,,18.12.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,17.12.2025,18.12.2026,
"Альфа-Банк, 18feb2027, RUB (ЦФА)",,,,,,,,,,,,,,,,18.02.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Процент при погашении,"124,000000",AA+(RU),ruAA+,,,03.02.2026,04.02.2026,
"Альфа-Банк, 18jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,18.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,17.06.2025,18.06.2025,
"Альфа-Банк, 18jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,18.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"1 000,000000",AA+(RU),ruAA+,,,11.12.2025,18.12.2025,
"Альфа-Банк, 18mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,18.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"85,000000",AA+(RU),ruAA+,,,14.03.2025,17.03.2025,
"Альфа-Банк, 18mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,18.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"1 000,000000",AA+(RU),ruAA+,,,11.12.2025,17.12.2025,
"Альфа-Банк, 18sep2026, RUB (ЦФА)",,,,,,,,,,,,,,,,18.09.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"99,000000",AA+(RU),ruAA+,,,17.09.2025,18.09.2025,
"Альфа-Банк, 19% 27aug2026, RUB (ЦФА)",,"19,000",,,,,,,,,,,,,,27.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,19% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,24.02.2026,27.02.2026,
"Альфа-Банк, 19% 5jun2028, RUB (ЦФА)",,"19,000",,,,,,,,,,,,,,05.06.2028,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,19% годовых,,Фиксированная,Процент при погашении,"1 000 000,000000",AA+(RU),ruAA+,,,03.06.2025,03.06.2025,
"Альфа-Банк, 19.1% 22apr2026, RUB (ЦФА)",,"19,100",,,,,,,,,,,,,,22.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,19.1% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,04.06.2025,04.06.2025,
"Альфа-Банк, 19.2% 16mar2026, RUB (ЦФА)",,"19,200",,,,,,,,,,,,,,16.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,19.2% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,04.06.2025,04.06.2025,
"Альфа-Банк, 19.54% 27mar2026, RUB (ЦФА)",,"19,540",,,,,,,,,,,,,,27.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,19.54% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,28.03.2025,28.03.2025,
"Альфа-Банк, 19aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,19.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"88,000000",AA+(RU),ruAA+,,,18.08.2025,19.08.2025,
"Альфа-Банк, 19feb2027, RUB (ЦФА)",,,,,,,,,,,,,,,,19.02.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Процент при погашении,"128,000000",AA+(RU),ruAA+,,,04.02.2026,05.02.2026,
"Альфа-Банк, 19jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,19.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,18.06.2025,19.06.2025,
"Альфа-Банк, 19mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,19.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"83,000000",AA+(RU),ruAA+,,,17.03.2025,18.03.2025,
"Альфа-Банк, 19nov2026, RUB (ЦФА)",,,,,,,,,,,,,,,,19.11.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"111,000000",AA+(RU),ruAA+,,,18.11.2025,19.11.2025,
"Альфа-Банк, 19oct2026, RUB (ЦФА)",,,,,,,,,,,,,,,,19.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"109,000000",AA+(RU),ruAA+,,,16.10.2025,17.10.2025,
"Альфа-Банк, 1apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,01.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,31.03.2025,01.04.2025,
"Альфа-Банк, 1feb2027, RUB (ЦФА)",,,,,,,,,,,,,,,,01.02.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"118,000000",AA+(RU),ruAA+,,,15.01.2026,16.01.2026,
"Альфа-Банк, 1jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,01.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"84,000000",AA+(RU),ruAA+,,,30.06.2025,01.07.2025,
"Альфа-Банк, 1jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,01.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"84,000000",AA+(RU),ruAA+,,,29.05.2025,30.05.2025,
"Альфа-Банк, 1mar2027, RUB (ЦФА)",,,,,,,,,,,,,,,,01.03.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Процент при погашении,"129,000000",AA+(RU),ruAA+,,,11.02.2026,12.02.2026,
"Альфа-Банк, 1oct2026, RUB (ЦФА)",,,,,,,,,,,,,,,,01.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"103,000000",AA+(RU),ruAA+,,,30.09.2025,01.10.2025,
"Альфа-Банк, 20% 11aug2026, RUB (ЦФА)",,"11,000",,,,,,,,,,,,,,11.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,20% годовых для 1 и 2 процентных периодов.11% годовых для 3 - 11 процентных периодов,12,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAA+,,,07.08.2025,11.08.2025,
"Альфа-Банк, 20% 27may2026, RUB (ЦФА)",,,,,,,,,,,,,,,,27.05.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,20% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,24.02.2026,27.02.2026,
"Альфа-Банк, 20.5% 14apr2028, RUB (ЦФА)",,"20,500",,,,,,,,,,,,,,14.04.2028,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,20.5% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,14.04.2025,14.04.2025,
"Альфа-Банк, 20apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,20.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"89,000000",AA+(RU),ruAA+,,,17.04.2025,18.04.2025,
"Альфа-Банк, 20aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,20.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"88,000000",AA+(RU),ruAA+,,,19.08.2025,20.08.2025,
"Альфа-Банк, 20feb2027, RUB (ЦФА)",,,,,,,,,,,,,,,,20.02.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Процент при погашении,"123,000000",AA+(RU),ruAA+,,,05.02.2026,06.02.2026,
"Альфа-Банк, 20jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,20.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"85,000000",AA+(RU),ruAA+,,,17.07.2025,18.07.2025,
"Альфа-Банк, 20mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,20.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"84,000000",AA+(RU),ruAA+,,,18.03.2025,19.03.2025,
"Альфа-Банк, 20may2026, RUB (ЦФА)",,,,,,,,,,,,,,,,20.05.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"1 000,000000",AA+(RU),ruAA+,,,18.11.2025,20.11.2025,
"Альфа-Банк, 20oct2026, RUB (ЦФА)",,,,,,,,,,,,,,,,20.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"115,000000",AA+(RU),ruAA+,,,17.10.2025,20.10.2025,
"Альфа-Банк, 21% 26feb2027, RUB (ЦФА)",,"21,000",,,,,,,,,,,,,,26.02.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,21% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,20.02.2025,27.02.2025,
"Альфа-Банк, 21apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,21.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"89,000000",AA+(RU),ruAA+,,,18.04.2025,21.04.2025,
"Альфа-Банк, 21aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,21.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,20.08.2025,21.08.2025,
"Альфа-Банк, 21jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,21.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"85,000000",AA+(RU),ruAA+,,,18.07.2025,21.07.2025,
"Альфа-Банк, 22% 10mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,10.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,22% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,05.12.2025,08.12.2025,
"Альфа-Банк, 22% 11mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,11.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,22% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,10.12.2025,11.12.2025,
"Альфа-Банк, 22% 12mar2026, RUB (ЦФА)",,"22,000",,,,,,,,,,,,,,12.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,22% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,12.12.2025,12.12.2025,
"Альфа-Банк, 22% 19mar2026, RUB (ЦФА)",,"22,000",,,,,,,,,,,,,,19.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,22% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,17.12.2025,18.12.2025,
"Альфа-Банк, 22% 4mar2026, RUB (ЦФА)",,"22,000",,,,,,,,,,,,,,04.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,22% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,03.12.2025,04.12.2025,
"Альфа-Банк, 22.9% 2dec2027, RUB (ЦФА)",,"22,900",,,,,,,,,,,,,,02.12.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,22.9% годовых,12,Фиксированная,Купонные,"1 000,000000",AA+(RU),ruAA+,,,02.12.2024,02.12.2024,
"Альфа-Банк, 22apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,22.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"90,000000",AA+(RU),ruAA+,,,21.04.2025,22.04.2025,
"Альфа-Банк, 22dec2026, RUB (ЦФА)",,,,,,,,,,,,,,,,22.12.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"112,000000",AA+(RU),ruAA+,,,19.12.2025,22.12.2025,
"Альфа-Банк, 22jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,22.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,21.07.2025,22.07.2025,
"Альфа-Банк, 22jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,22.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,19.06.2025,20.06.2025,
"Альфа-Банк, 22oct2026, RUB (ЦФА)",,,,,,,,,,,,,,,,22.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"113,000000",AA+(RU),ruAA+,,,21.10.2025,22.10.2025,
"Альфа-Банк, 22sep2026, RUB (ЦФА)",,,,,,,,,,,,,,,,22.09.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"99,000000",AA+(RU),ruAA+,,,19.09.2025,22.09.2025,
"Альфа-Банк, 23.34% 29oct2027, RUB (ЦФА)",,"23,340",,,,,,,,,,,,,,29.10.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,23.34% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,31.10.2024,31.10.2024,
"Альфа-Банк, 23.46% 10aug2026, RUB (ЦФА)",,"23,460",,,,,,,,,,,,,,10.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,23.46% годовых,,Фиксированная,Процент при погашении,"1 000 000,000000",AA+(RU),ruAA+,,,10.02.2025,10.02.2025,
"Альфа-Банк, 23.67% 8nov2027, RUB (ЦФА)",,"23,670",,,,,,,,,,,,,,08.11.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,23.67% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,08.11.2024,08.11.2024,
"Альфа-Банк, 23apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,23.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"92,000000",AA+(RU),ruAA+,,,22.04.2025,23.04.2025,
"Альфа-Банк, 23dec2026, RUB (ЦФА)",,,,,,,,,,,,,,,,23.12.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"112,000000",AA+(RU),ruAA+,,,22.12.2025,23.12.2025,
"Альфа-Банк, 23jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,23.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,22.07.2025,23.07.2025,
"Альфа-Банк, 23jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,23.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,20.06.2025,23.06.2025,
"Альфа-Банк, 23mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,23.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"84,000000",AA+(RU),ruAA+,,,19.03.2025,20.03.2025,
"Альфа-Банк, 23nov2026, RUB (ЦФА)",,,,,,,,,,,,,,,,23.11.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"107,000000",AA+(RU),ruAA+,,,20.11.2025,21.11.2025,
"Альфа-Банк, 23oct2026, RUB (ЦФА)",,,,,,,,,,,,,,,,23.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"109,000000",AA+(RU),ruAA+,,,23.10.2025,23.10.2025,
"Альфа-Банк, 23sep2026, RUB (ЦФА)",,,,,,,,,,,,,,,,23.09.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"101,000000",AA+(RU),ruAA+,,,22.09.2025,23.09.2025,
"Альфа-Банк, 24% 18feb2028, RUB (ЦФА)",,"24,000",,,,,,,,,,,,,,18.02.2028,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,24% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,21.02.2025,21.02.2025,
"Альфа-Банк, 24% 22nov2027, RUB (ЦФА)",,"24,000",,,,,,,,,,,,,,22.11.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,24% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,12.11.2024,21.11.2024,
"Альфа-Банк, 24% 29nov2027, RUB (ЦФА)",,"24,000",,,,,,,,,,,,,,29.11.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,24% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,21.11.2024,28.11.2024,
"Альфа-Банк, 24% 3aug2026, RUB (ЦФА)",,"24,000",,,,,,,,,,,,,,03.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,24% годовых,,Фиксированная,Процент при погашении,"1 000 000,000000",AA+(RU),ruAA+,,,03.02.2025,03.02.2025,
