Бумага,ISIN,"Текущий купон, %","Индикативная цена, %","Индикативная доходность, %","G-spread, бп",Ликвидность,Уровень ликвидности,"Δ индикатив. цены за 1 день, %","Δ индикатив. цены за 1 неделю, %","Δ индикатив. цены за 1 месяц, %","Δ индикатив. цены за 3 месяца, %","Дюрация, дней",Модифицированная дюрация,Оферта (call),"Срок до погашения, лет",Погашение,Страна,Эмитент,SPV,Сектор,Отрасль,Валюта,Статус,Купон,Периодичность купона,Тип ставки,Вид облигации,Непогаш. ном.,Рейтинг эмитента АКРА,Рейтинг эмитента Эксперт РА,Рейтинг эмитента НКР,Рейтинг эмитента НРА,Начало размещения,Окончание размещения,Дата торгов
"Альфа-Банк, 24.5% 28jul2026, RUB (ЦФА)",,"24,500",,,,,,,,,,,,,,28.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,24.5% годовых,,Фиксированная,Процент при погашении,"1 000 000,000000",AA+(RU),ruAA+,,,28.01.2025,28.01.2025,
"Альфа-Банк, 24apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,24.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"90,000000",AA+(RU),ruAA+,,,23.04.2025,24.04.2025,
"Альфа-Банк, 24aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,24.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,21.08.2025,22.08.2025,
"Альфа-Банк, 24dec2026, RUB (ЦФА)",,,,,,,,,,,,,,,,24.12.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"113,000000",AA+(RU),ruAA+,,,23.12.2025,24.12.2025,
"Альфа-Банк, 24feb2027, RUB (ЦФА)",,,,,,,,,,,,,,,,24.02.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"123,000000",AA+(RU),ruAA+,,,06.02.2026,09.02.2026,
"Альфа-Банк, 24jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,24.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,23.07.2025,24.07.2025,
"Альфа-Банк, 24jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,24.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,23.06.2025,24.06.2025,
"Альфа-Банк, 24mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,24.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"84,000000",AA+(RU),ruAA+,,,20.03.2025,21.03.2025,
"Альфа-Банк, 24nov2026, RUB (ЦФА)",,,,,,,,,,,,,,,,24.11.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"104,000000",AA+(RU),ruAA+,,,21.11.2025,24.11.2025,
"Альфа-Банк, 25% 10apr2026, RUB (ЦФА)",,"25,000",,,,,,,,,,,,,,10.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,05.01.2025,10.01.2025,
"Альфа-Банк, 25% 22jul2026, RUB (ЦФА)",,"25,000",,,,,,,,,,,,,,22.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25% годовых,,Фиксированная,Процент при погашении,"1 000 000,000000",AA+(RU),ruAA+,,,22.01.2025,22.01.2025,
"Альфа-Банк, 25% 25mar2026, RUB (ЦФА)",,"25,000",,,,,,,,,,,,,,25.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,24.12.2024,25.12.2024,
"Альфа-Банк, 25% 26mar2026, RUB (ЦФА)",,"25,000",,,,,,,,,,,,,,26.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,25.12.2024,26.12.2024,
"Альфа-Банк, 25% 27mar2026, RUB (ЦФА)",,"25,000",,,,,,,,,,,,,,27.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,26.12.2024,27.12.2024,
"Альфа-Банк, 25% 30mar2026, RUB (ЦФА)",,"25,000",,,,,,,,,,,,,,30.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,27.12.2024,28.12.2024,
"Альфа-Банк, 25% 6dec2027, RUB (ЦФА)",,"25,000",,,,,,,,,,,,,,06.12.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,28.11.2024,05.12.2024,
"Альфа-Банк, 25.32% 11feb2028, RUB (ЦФА)",,"25,320",,,,,,,,,,,,,,11.02.2028,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25.32% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,14.02.2025,14.02.2025,
"Альфа-Банк, 25.9% 11feb2028, RUB (ЦФА)",,"25,900",,,,,,,,,,,,,,11.02.2028,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25.9% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,12.02.2025,12.02.2025,
"Альфа-Банк, 25.91% 4feb2028, RUB (ЦФА)",,"25,910",,,,,,,,,,,,,,04.02.2028,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,25.91% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,07.02.2025,07.02.2025,
"Альфа-Банк, 25aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,25.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,22.08.2025,25.08.2025,
"Альфа-Банк, 25feb2027, RUB (ЦФА)",,,,,,,,,,,,,,,,25.02.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Процент при погашении,"128,000000",AA+(RU),ruAA+,,,09.02.2026,10.02.2026,
"Альфа-Банк, 25jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,25.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"85,000000",AA+(RU),ruAA+,,,24.06.2025,25.06.2025,
"Альфа-Банк, 25jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,25.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"1 000,000000",AA+(RU),ruAA+,,,18.12.2025,25.12.2025,
"Альфа-Банк, 25jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,25.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"1 600 000,000000",AA+(RU),ruAA+,,,22.12.2025,23.12.2025,
"Альфа-Банк, 25mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,25.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"85,000000",AA+(RU),ruAA+,,,24.03.2025,25.03.2025,
"Альфа-Банк, 25mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,25.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"1 000,000000",AA+(RU),ruAA+,,,18.12.2025,25.12.2025,
"Альфа-Банк, 25mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,25.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"1 000,000000",AA+(RU),ruAA+,,,25.12.2025,25.12.2025,
"Альфа-Банк, 25nov2026, RUB (ЦФА)",,,,,,,,,,,,,,,,25.11.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"105,000000",AA+(RU),ruAA+,,,24.11.2025,25.11.2025,
"Альфа-Банк, 26% 20dec2027, RUB (ЦФА)",,"26,000",,,,,,,,,,,,,,20.12.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,26% годовых,,Фиксированная,Процент при погашении,"1 000 000,000000",AA+(RU),ruAA+,,,20.12.2024,20.12.2024,
"Альфа-Банк, 26% 22nov2027, RUB (ЦФА)",,"26,000",,,,,,,,,,,,,,22.11.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,26% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,21.11.2024,22.11.2024,
"Альфа-Банк, 26.1% 9nov2026, RUB (ЦФА)",,"26,100",,,,,,,,,,,,,,09.11.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,26.1% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,08.11.2024,08.11.2024,
"Альфа-Банк, 26.3% 13may2026, RUB (ЦФА)",,"26,300",,,,,,,,,,,,,,13.05.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,26.3% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,12.11.2024,12.11.2024,
"Альфа-Банк, 26.47% 28jan2028, RUB (ЦФА)",,"26,470",,,,,,,,,,,,,,28.01.2028,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,26.47% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,31.01.2025,31.01.2025,
"Альфа-Банк, 26.48% 4feb2028, RUB (ЦФА)",,"26,480",,,,,,,,,,,,,,04.02.2028,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,26.48% годовых,,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,05.02.2025,05.02.2025,
"Альфа-Банк, 26jun2026, RUB (ЦФА)",,,,,,,,,,,,,,,,26.06.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"85,000000",AA+(RU),ruAA+,,,25.06.2025,26.06.2025,
"Альфа-Банк, 26nov2026, RUB (ЦФА)",,,,,,,,,,,,,,,,26.11.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"107,000000",AA+(RU),ruAA+,,,25.11.2025,26.11.2025,
"Альфа-Банк, 27apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,27.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"1 000,000000",AA+(RU),ruAA+,,,22.01.2026,29.01.2026,
"Альфа-Банк, 27aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,27.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"88,000000",AA+(RU),ruAA+,,,26.08.2025,27.08.2025,
"Альфа-Банк, 27jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,27.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,24.07.2025,25.07.2025,
"Альфа-Банк, 27mar2026, RUB (ЦФА)",,,,,,,,,,,,,,,,27.03.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"84,000000",AA+(RU),ruAA+,,,26.03.2025,27.03.2025,
"Альфа-Банк, 27may2026, RUB (ЦФА)",,,,,,,,,,,,,,,,27.05.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"87,000000",AA+(RU),ruAA+,,,26.05.2025,26.05.2025,
"Альфа-Банк, 27may2026, RUB (ЦФА)",,,,,,,,,,,,,,,,27.05.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"55 000 000,000000",AA+(RU),ruAA+,,,27.11.2025,27.11.2025,
"Альфа-Банк, 27nov2026, RUB (ЦФА)",,,,,,,,,,,,,,,,27.11.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"107,000000",AA+(RU),ruAA+,,,26.11.2025,27.11.2025,
"Альфа-Банк, 27oct2026, RUB (ЦФА)",,,,,,,,,,,,,,,,27.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"108,000000",AA+(RU),ruAA+,,,24.10.2025,27.10.2025,
"Альфа-Банк, 28apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,28.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"90,000000",AA+(RU),ruAA+,,,25.04.2025,28.04.2025,
"Альфа-Банк, 28aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,28.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"88,000000",AA+(RU),ruAA+,,,27.08.2025,28.08.2025,
"Альфа-Банк, 28aug2026, RUB (ЦФА)",,,,,,,,,,,,,,,,28.08.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,"Величина процента для определения размера Дополнительного дохода рассчитывается вследующем порядке:ДД%(i) = 150% &times; max((S &minus; 100%); 0), где:ДД%(i) - величина процента для определения размера Дополнительного дохода на дату выплатыДополнительного дохода (i).S - Расчетное значение по состоянию на Дату оценки (i), в процентах.",,Фиксированная,Процент при погашении,"1 000,000000",AA+(RU),ruAA+,,,21.08.2025,28.08.2025,
"Альфа-Банк, 28dec2026, RUB (ЦФА)",,,,,,,,,,,,,,,,28.12.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"112,000000",AA+(RU),ruAA+,,,25.12.2025,26.12.2025,
"Альфа-Банк, 28jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,28.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,25.07.2025,28.07.2025,
"Альфа-Банк, 28may2026, RUB (ЦФА)",,,,,,,,,,,,,,,,28.05.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,27.05.2025,28.05.2025,
"Альфа-Банк, 28oct2026, RUB (ЦФА)",,,,,,,,,,,,,,,,28.10.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"105,000000",AA+(RU),ruAA+,,,27.10.2025,27.10.2025,
"Альфа-Банк, 28sep2026, RUB (ЦФА)",,,,,,,,,,,,,,,,28.09.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"101,000000",AA+(RU),ruAA+,,,25.09.2025,26.09.2025,
"Альфа-Банк, 29apr2026, RUB (ЦФА)",,,,,,,,,,,,,,,,29.04.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"90,000000",AA+(RU),ruAA+,,,28.04.2025,29.04.2025,
"Альфа-Банк, 29dec2026, RUB (ЦФА)",,,,,,,,,,,,,,,,29.12.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"112,000000",AA+(RU),ruAA+,,,26.12.2025,29.12.2025,
"Альфа-Банк, 29jan2027, RUB (ЦФА)",,,,,,,,,,,,,,,,29.01.2027,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"118,000000",AA+(RU),ruAA+,,,14.01.2026,15.01.2026,
"Альфа-Банк, 29jul2026, RUB (ЦФА)",,,,,,,,,,,,,,,,29.07.2026,Россия,Альфа-Банк,,Корпоративный,Банки,RUB,В обращении,,,Фиксированная,Бездоходные,"86,000000",AA+(RU),ruAA+,,,28.07.2025,29.07.2025,
